M_SIGLAUNIVOCA;M_SIGLAAZ;DESCRIZIONE;NOMEBREVE;COORDX;COORDY;TIPO;COMUNE;LOCALITA;STAMPAPERORARIO;IDDISEGNO;FR;SOPPRESSA;STALLO
RE310286;310286;CELLA - VIA CALERI;NULL;622259,625;953962,25;1;NULL;NULL;S;396222259;S;N;NULL
RE310290;310290;PIEVE - VIA F.LLI BANDIERA;NULL;626404,812;951831,812;1;NULL;NULL;S;183126404;S;N;NULL
RE310291;310291;PIEVE - VIA CARDANO;NULL;626518,438;951497,25;4;NULL;NULL;S;149726518;S;N;NULL
RE310292;310292;PIAZZA GIOBERTI;NULL;628960,307;951078,357;1;NULL;NULL;S;107828960;S;N;NULL
RE310293;310293;PIEVE - HAITI;NULL;626385,199;952317,817;1;NULL;NULL;S;231726385;S;N;NULL
RE310294;310294;RITIRO - LATTERIA;NULL;633803,071;948902,847;1;NULL;NULL;S;890233803;S;N;NULL
RE310295;310295;CELLA - VIA BASSETTA;NULL;622441,5;954090,375;1;NULL;NULL;S;409022441;S;N;NULL
RE310296;310296;CALERNO - LOC. TORCHIO;NULL;616717,401;956775,33;1;NULL;NULL;S;677516717;S;N;NULL
RE310298;310298;PIEVE - INC. VIA DELLA MIRANDOLA;NULL;626343,25;951681;1;NULL;NULL;S;168126343;S;N;NULL
RE310301;310301;OBITORIO;NULL;629169,375;949017,75;1;NULL;NULL;S;901729169;S;N;NULL
RE310302;310302;PARCHEGGIO LUXEMBURG;NULL;629451,812;948693,562;1;NULL;NULL;S;869329451;S;N;NULL
RE310303;310303;INC. VIA MANENTI;NULL;629620,312;948494,25;1;NULL;NULL;S;849429620;S;N;NULL
RE310308;310308;INC. VIA DEL PARTIGIANO;NULL;630094,312;948523,188;1;NULL;NULL;S;852330094;S;N;NULL
RE310309;310309;INC. VIA LUMUMBA;NULL;629966;948807,375;1;NULL;NULL;S;880729966;S;N;NULL
RE310310;310310;CENTRO COMM. REGGIO SUD;NULL;629873,438;948977,188;1;NULL;NULL;S;897729873;S;N;NULL
RE310311;310311;ROSTA NUOVA;NULL;629744,5;949398,25;1;NULL;NULL;S;939829744;S;N;NULL
RE310312;310312;VIA MANARA;NULL;629822,375;949764,5;1;NULL;NULL;S;976429822;S;N;NULL
RE310314;310314;INC. VIA LERO;NULL;629886,5;949990,25;1;NULL;NULL;S;999029886;S;N;NULL
RE310316;310316;VIA MATTEOTTI;NULL;629994,625;950211,75;1;NULL;NULL;S;21129994;S;N;NULL
RE310318;310318;GARDENIA;NULL;628906,875;951714,312;1;NULL;NULL;S;171428906;S;N;NULL
RE310319;310319;CONSORZIO AGRARIO;NULL;628849,188;951933,625;1;NULL;NULL;S;193328849;S;N;NULL
RE310322;310322;INC. VIA FILZI;NULL;628522,866;951854,153;1;NULL;NULL;S;185428522;S;N;NULL
RE310323;310323;VIA KENNEDY 1;NULL;628226,503;951873,821;1;NULL;NULL;S;187328226;S;N;NULL
RE310324;310324;CENTRO KENNEDY;NULL;627836,228;951992,175;1;NULL;NULL;S;199227836;S;N;NULL
RE310326;310326;VIA KENNEDY - SCUOLE;NULL;627131,32;952243,383;1;NULL;NULL;S;224327131;S;N;NULL
RE310327;310327;VIA MARONCELLI;NULL;626888,43;952328,87;4;NULL;NULL;S;232826888;S;N;NULL
RE310328;310328;VIA CISALPINA;NULL;629028,375;952068,938;1;NULL;NULL;S;206829028;S;N;NULL
RE310331;310331;VIA SETTEMBRINI;NULL;629792,688;947774,562;1;NULL;NULL;S;777429792;S;N;NULL
RE310332;310332;INC. VIA NEGRI;NULL;629692;947465,812;1;NULL;NULL;S;746529692;S;N;NULL
RE310333;310333;ISTITUTI PENITENZIARI;NULL;629843,632;947398,717;4;NULL;NULL;S;739829843;S;N;NULL
RE310334;310334;VIALE VELMORE DAVOLI;NULL;629943,625;947792,875;1;NULL;NULL;S;779229943;S;N;NULL
RE310335;310335;GARDENIA;NULL;628913,062;951686;1;NULL;NULL;S;168628913;S;N;NULL
RE310336;310336;INC. VIA PRESTINARI;NULL;628924,364;951642,182;4;NULL;NULL;S;164228924;S;N;NULL
RE310401;310401;COVIOLO - UNIVERSITA`;NULL;625753,812;948151,625;1;NULL;NULL;S;815125753;S;N;NULL
RE310411;310411;VILLAGGIO CATELLANI;NULL;628019,281;949870,671;1;NULL;NULL;S;987028019;S;N;NULL
RE310412;310412;VIA ROSSELLI - FARMACIA;NULL;628271,932;949950,41;1;NULL;NULL;S;995028271;S;N;NULL
RE310414;310414;VIGILI DEL FUOCO;NULL;628309,217;949799,928;1;NULL;NULL;S;979928309;S;N;NULL
RE310416;310416;INC. VIA COMPAGNONI;NULL;628197,331;949511,88;1;NULL;NULL;S;951128197;S;N;NULL
RE310417;310417;VIA BISMANTOVA;NULL;628378,562;949351;1;NULL;NULL;S;935128378;S;N;NULL
RE310418;310418;S. PELLEGRINO;NULL;628558,188;949273,5;1;NULL;NULL;S;927328558;S;N;NULL
RE310421;310421;PIAZZA CADORNA;NULL;629025,562;949736;1;NULL;NULL;S;973629025;S;N;NULL
RE310422;310422;INC. VIA PERI;NULL;629179;950031,5;1;NULL;NULL;S;3129179;S;N;NULL
RE310423;310423;INC. VIA RUGGERI;NULL;630136,188;949939,562;1;NULL;NULL;S;993930136;S;N;NULL
RE310424;310424;INC. VIA MELATO;NULL;630370,375;949808,438;1;NULL;NULL;S;980830370;S;N;NULL
RE310425;310425;VIA PAPA GIOVANNI XXIII;NULL;630628,062;949628,75;1;NULL;NULL;S;962830628;S;N;NULL
RE310426;310426;INC. VIA COSMI;NULL;630879,188;949521,188;1;NULL;NULL;S;952130879;S;N;NULL
RE310429;310429;COVIOLO - CHIESA;NULL;626122,176;948893,373;6;NULL;NULL;S;889326122;S;N;NULL
RE310430;310430;RIVALTA - VIA GHIARDA;NULL;625035,169;946848,329;1;NULL;NULL;S;684825035;S;N;NULL
RE310431;310431;S. RIGO - VIA S. RIGO 49;NULL;625131,25;947519,125;1;NULL;NULL;S;751925131;S;N;NULL
RE310436;310436;RIVALTA - CIMITERO;NULL;625642,357;946705,697;1;NULL;NULL;S;670525642;S;N;NULL
RE310501;310501;MANCASALE - FIERA;NULL;630148,466;954637,409;4;NULL;NULL;S;463730148;S;N;NULL
RE310502;310502;PIAZZALE LARI;NULL;630554,459;952852,768;NULL;NULL;NULL;S;285230554;S;N;NULL
RE310503;310503;MANCASALE - VIA BERNINI;NULL;630283,938;954896,188;1;NULL;NULL;S;489630283;S;N;NULL
RE310504;310504;VIA MASACCIO 16;NULL;630441,938;955012,375;1;NULL;NULL;S;501230441;S;N;NULL
RE310505;310505;VIA CASORATI 3;NULL;630583,75;955040,812;1;NULL;NULL;S;504030583;S;N;NULL
RE310506;310506;INC. VIA CALVI;NULL;630675,062;955501,875;1;NULL;NULL;S;550130675;S;N;NULL
RE310508;310508;INC. VIA RAGAZZI DEL 99;NULL;630792;955795,438;1;NULL;NULL;S;579530792;S;N;NULL
RE310510;310510;DIREZIONALE RAFFAELLO;NULL;631035,938;955400,125;1;NULL;NULL;S;540031035;S;N;NULL
RE310511;310511;VIA RAFFAELLO 24;NULL;630929,314;955135,959;1;NULL;NULL;S;513530929;S;N;NULL
RE310512;310512;INC. VIA MASACCIO;NULL;630839,04;954906,132;1;NULL;NULL;S;490630839;S;N;NULL
RE310513;310513;INC. VIA DI VITTORIO;NULL;630739,188;954636,562;1;NULL;NULL;S;463630739;S;N;NULL
RE310516;310516;INC. VIA VENETO;NULL;630401,829;953166,314;1;NULL;NULL;S;316630401;S;N;NULL
RE310517;310517;INC. VIA DUO;NULL;630232,559;952726,321;1;NULL;NULL;S;272630232;S;N;NULL
RE310518;310518;NAVE;NULL;630130,69;952478,384;1;NULL;NULL;S;247830130;S;N;NULL
RE310519;310519;INPS;NULL;630020,75;952176,438;1;NULL;NULL;S;217630020;S;N;NULL
RE310521;310521;S. CROCE - STAZIONE;NULL;630091,438;951898,875;1;NULL;NULL;S;189830091;S;N;NULL
RE310522;310522;INC. VIA VENERI;NULL;630336,812;951801,375;1;NULL;NULL;S;180130336;S;N;NULL
RE310523;310523;INC. VIA BLIGNY;NULL;630498,25;951739,312;1;NULL;NULL;S;173930498;S;N;NULL
RE310524;310524;VIA VENERI - ASILO;NULL;630283,125;951768;1;NULL;NULL;S;176830283;S;N;NULL
RE310525;310525;INC. VIA TALAMI;NULL;630131,188;951407,312;1;NULL;NULL;S;140730131;S;N;NULL
RE310526;310526;VIALE RAMAZZINI;NULL;630033,25;951225,562;1;NULL;NULL;S;122530033;S;N;NULL
RE310527;310527;PARCHEGGIO - PIAZZALE EUROPA;NULL;630265,625;951165,062;1;NULL;NULL;S;116530265;S;N;NULL
RE310528;310528;VIA BLIGNY;NULL;630479,125;951474,625;1;NULL;NULL;S;147430479;S;N;NULL
RE310531;310531;INC. VIA ADUA;NULL;630569,562;951681;1;NULL;NULL;S;168130569;S;N;NULL
RE310535;310535;RIONE BELVEDERE;NULL;628291,971;948679,381;1;NULL;NULL;S;867928291;S;N;NULL
RE310537;310537;INC. VIA CANALINA;NULL;627754,318;948116,162;1;NULL;NULL;S;811627754;S;N;NULL
RE310539;310539;BIROCCIO;NULL;627112,701;947644,729;1;NULL;NULL;S;764427112;S;N;NULL
RE310541;310541;RIVALTA - PALAZZONE;NULL;626308,884;947057,043;1;NULL;NULL;S;705726308;S;N;NULL
RE310545;310545;RIVALTA - PEEP;NULL;625781,646;945910,183;6;NULL;NULL;S;591025781;S;N;NULL
RE310548;310548;BIROCCIO - CAPOLINEA;NULL;627098,814;947648,802;4;NULL;NULL;S;764827098;S;N;NULL
RE310549;310549;VIA NAPOLI - DOGANA;NULL;630963,7;956285,939;1;NULL;NULL;S;628530963;S;N;NULL
RE310550;310550;MAX MARA;NULL;629819,874;954551,861;1;NULL;NULL;S;455129819;S;N;NULL
RE310551;310551;INC. VIA D. ACQUI;NULL;629910,75;951873,625;1;NULL;NULL;S;187329910;S;N;NULL
RE310553;310553;VIA FILANGIERI;NULL;630319,375;954488,5;1;NULL;NULL;S;448830319;S;N;NULL
RE310554;310554;VIA MAJORANA;NULL;630642,125;954407;1;NULL;NULL;S;440730642;S;N;NULL
RE310555;310555;VIALE ALLEGRI;NULL;629156,25;951225,875;1;NULL;NULL;S;122529156;S;N;NULL
RE310559;310559;VIA RUINI;NULL;630156,688;953095,562;4;NULL;NULL;S;309530156;S;N;NULL
RE310561;310561;PAMPERDUTO - VIA ISONZO;NULL;625487,625;944684,25;5;NULL;NULL;S;468425487;S;N;NULL
RE310562;310562;BOSCHI - INC. VIA CESARE PAVESE;NULL;624933,938;944148;1;NULL;NULL;S;414824933;S;N;NULL
RE310563;310563;BOSCHI - CENTRO SOCIALE;NULL;624727,938;943936,625;1;NULL;NULL;S;393624727;S;N;NULL
RE310564;310564;BOSCHI - INC. VIA GOYA;NULL;624442,75;943405,562;1;NULL;NULL;S;340524442;S;N;NULL
RE310565;310565;BOSCHI - PALESTRA;NULL;624441,562;943192,5;1;NULL;NULL;S;319224441;S;N;NULL
RE310566;310566;PUIANELLO - VIA TADDEI;NULL;624355,162;942962,835;1;NULL;NULL;S;296224355;S;N;NULL
RE310568;310568;PUIANELLO - CUP;NULL;623990,062;942598,125;1;NULL;NULL;S;259823990;S;N;NULL
RE310569;310569;PUIANELLO - VIA MATTEI;NULL;623792,976;942574,438;5;NULL;NULL;S;257423792;S;N;NULL
RE310575;310575;MONTECAVOLO - SCUOLE ELEMENTARI;NULL;621811,875;943470,688;1;NULL;NULL;S;347021811;S;N;NULL
RE310581;310581;MANCASALE - VIA DANUBIO;NULL;630444,552;953606,705;4;NULL;NULL;S;360630444;S;N;NULL
RE310584;310584;BOSCHI - INC. VIA E. MONTALE;NULL;624605,996;943752,911;1;NULL;NULL;N;375224605;S;N;NULL
RE310601;310601;RIVALTA - VIA ODDONE;NULL;625673,838;946309,642;4;NULL;NULL;S;630925673;S;N;NULL
RE310603;310603;CHIESA S. ALBERTO;NULL;631235,25;949360;1;NULL;NULL;S;936031235;S;N;NULL
RE310604;310604;PARCO DEL QUINZIO;NULL;631676,5;949193,188;1;NULL;NULL;S;919331676;S;N;NULL
RE310606;310606;VIA CURIE;NULL;632187,367;949382,421;4;NULL;NULL;S;938232187;S;N;NULL
RE310607;310607;VIA GATTALUPA - SCUOLE;NULL;631850,125;949629,375;1;NULL;NULL;S;962931850;S;N;NULL
RE310608;310608;INC. VIA QUARTO;NULL;628435,812;950254,688;1;NULL;NULL;S;25428435;S;N;NULL
RE310609;310609;INC. VIA PREMUDA;NULL;628374,25;950505,625;1;NULL;NULL;S;50528374;S;N;NULL
RE310610;310610;INC. VIALE MAGENTA;NULL;628308;950809,938;1;NULL;NULL;S;80928308;S;N;NULL
RE310611;310611;VIA DALMAZIA;NULL;628249,188;951087,812;1;NULL;NULL;S;108728249;S;N;NULL
RE310612;310612;VIA MAZZACURATI;NULL;631096,287;948909,653;1;NULL;NULL;S;890931096;S;N;NULL
RE310613;310613;INC. VIA MAZZACURATI;NULL;631164,495;948743,891;1;NULL;NULL;S;874331164;S;N;NULL
RE310614;310614;VIA LAMBRAKIS;NULL;631163,812;948535,062;1;NULL;NULL;S;853531163;S;N;NULL
RE310615;310615;VIA LAMBRAKIS - CAPOLINEA;NULL;631144,688;948310,054;4;NULL;NULL;S;831031144;S;N;NULL
RE310616;310616;LUNGO CROSTOLO;NULL;628642,562;949619,375;1;NULL;NULL;S;961928642;S;N;NULL
RE310617;310617;VIA FERRARI;NULL;628349,688;951575,188;1;NULL;NULL;S;157528349;S;N;NULL
RE310618;310618;VIA COPERNICO;NULL;628423,875;951908,688;1;NULL;NULL;S;190828423;S;N;NULL
RE310619;310619;VIA XX SETTEMBRE;NULL;628571,25;952076,312;1;NULL;NULL;S;207628571;S;N;NULL
RE310620;310620;VIA PATERLINI - TRIBUNALE;NULL;629653,951;952096,733;1;NULL;NULL;N;209629653;S;N;NULL
RE310621;310621;INC. VIA FALCONE;NULL;629500,25;952228,688;1;NULL;NULL;S;222829500;S;N;NULL
RE310622;310622;VIA PUCCINI;NULL;627940,738;951371,95;1;NULL;NULL;S;137127940;S;N;NULL
RE310623;310623;INC. VIA CATALANI;NULL;627790,413;951357,163;1;NULL;NULL;S;135727790;S;N;NULL
RE310901;310901;MCTC;NULL;630130,938;953679;4;NULL;NULL;S;367930130;S;N;NULL
RE310902;310902;VIA VANINI;NULL;629944,217;953185,383;1;NULL;NULL;S;318529944;S;N;NULL
RE310903;310903;S. PROSPERO - CHIESA;NULL;629670,469;953210,3;1;NULL;NULL;S;321029670;S;N;NULL
RE310904;310904;CENTRO COMM. ARIOSTO;NULL;629467,75;952699,312;1;NULL;NULL;S;269929467;S;N;NULL
RE310905;310905;S. PROSPERO;NULL;629365,861;952439,518;1;NULL;NULL;S;243929365;S;N;NULL
RE310907;310907;PIAZZA NERUDA;NULL;629928,575;949644,487;1;NULL;NULL;S;964429928;S;N;NULL
RE310908;310908;ROSEBUD;NULL;629977,812;949268,812;4;NULL;NULL;S;926829977;S;N;NULL
RE310909;310909;VIA DE GASPERI - INAIL;NULL;630061,688;949000,25;1;NULL;NULL;S;900030061;S;N;NULL
RE310910;310910;VIA TOGLIATTI 24;NULL;630250,688;948990;1;NULL;NULL;S;899030250;S;N;NULL
RE310911;310911;VIA TOGLIATTI 68;NULL;630363,125;949262,5;1;NULL;NULL;S;926230363;S;N;NULL
RE310912;310912;VIA CUGINI;NULL;630308,812;948664,25;1;NULL;NULL;S;866430308;S;N;NULL
RE310913;310913;VIA TORRICELLA;NULL;630428,038;948423,02;1;NULL;NULL;S;842330428;S;N;NULL
RE310914;310914;INC. VIA MONTI;NULL;630250,438;948000,062;1;NULL;NULL;S;800030250;S;N;NULL
RE310915;310915;AMARCORD;NULL;630188,984;947651,086;1;NULL;NULL;S;765130188;S;N;NULL
RE310916;310916;TORRENTE ACQUA CHIARA;NULL;630452,188;947060,875;1;NULL;NULL;S;706030452;S;N;NULL
RE310918;310918;VIA FERMI;NULL;630432,938;946025,938;1;NULL;NULL;S;602530432;S;N;NULL
RE310921;310921;FOGLIANO - CAPOLINEA;NULL;630952,938;944853,5;4;NULL;NULL;S;485330952;S;N;NULL
RE310922;310922;FOGLIANO -  VIA MARMIROLI;NULL;631156,289;944348,44;4;NULL;NULL;S;434831156;S;N;NULL
RE310923;310923;INC. VIA MAIELLA;NULL;629669,183;948986,821;1;NULL;NULL;S;898629669;S;N;NULL
RE310924;310924;VIA CHE GUEVARA;NULL;629584,753;948774,382;1;NULL;NULL;S;877429584;S;N;NULL
RE310925;310925;INC. VIA SALGARI;NULL;630503,25;945711,875;1;NULL;NULL;S;571130503;S;N;NULL
RE310926;310926;CENTRO DUE MAESTA';NULL;630302,812;947384,125;1;NULL;NULL;S;738430302;S;N;NULL
RE310927;310927;FOGLIANO - CHIESA Non attivata;NULL;630910;944892,438;1;NULL;NULL;S;489230910;S;N;NULL
RE310931;310931;BOSCO - VIA PRANDI;NULL;632783,25;942640,5;1;NULL;NULL;S;264032783;S;N;NULL
RE311001;311001;VIA P. DELLE GINESTRE;NULL;627555,438;948316;1;NULL;NULL;S;831627555;S;N;NULL
RE311003;311003;INC. VIA GOZZI;NULL;627933,938;948823,688;1;NULL;NULL;S;882327933;S;N;NULL
RE311004;311004;INC. VIA BOLOGNINI;NULL;628043,125;949100,188;1;NULL;NULL;S;910028043;S;N;NULL
RE311005;311005;INC. VIA BERGONZI;NULL;628154,812;949373,062;1;NULL;NULL;S;937328154;S;N;NULL
RE311008;311008;INC. VIA ROSSENA;NULL;628697,062;949891,312;1;NULL;NULL;S;989128697;S;N;NULL
RE311010;311010;VIA TENNI;NULL;626883,879;947966,972;4;NULL;NULL;N;796626883;S;N;NULL
RE311011;311011;VILLA COUGNET;NULL;630848,062;951601,75;1;NULL;NULL;S;160130848;S;N;NULL
RE311012;311012;S. CROCE - CHIESA;NULL;631083,25;951515,25;1;NULL;NULL;S;151531083;S;N;NULL
RE311014;311014;VIA SARAGAT;NULL;631291,753;951565,455;1;NULL;NULL;S;156531291;S;N;NULL
RE311015;311015;DEPOSITO SETA;NULL;631585,046;951575,413;6;NULL;NULL;S;157531585;S;N;NULL
RE311202;311202;PODERE GAZZOLO;NULL;625459,379;954552,14;1;NULL;NULL;N;455225459;S;N;NULL
RE311203;311203;RONCOCESI - LATTERIA;NULL;625006,103;954819,539;1;NULL;NULL;S;481925006;S;N;NULL
RE311204;311204;INC. VIA FERRARONI;NULL;625657,594;954505,369;1;NULL;NULL;S;450525657;S;N;NULL
RE311205;311205;FOSSA MODOLENA;NULL;625877,435;954447,957;1;NULL;NULL;S;444725877;S;N;NULL
RE311206;311206;CAVAZZOLI - EX CANTINA;NULL;626581,375;954262,688;1;NULL;NULL;S;426226581;S;N;NULL
RE311207;311207;CAVAZZOLI - VIA RINALDI 10;NULL;626816,688;954163,75;1;NULL;NULL;S;416326816;S;N;NULL
RE311208;311208;CAVAZZOLI - LATTERIA;NULL;627241,787;953978,732;1;NULL;NULL;S;397827241;S;N;NULL
RE311209;311209;CAVAZZOLI;NULL;627529,875;953657,25;1;NULL;NULL;S;365727529;S;N;NULL
RE311213;311213;INC. VIA FERRAVILLA;NULL;628594,702;952891,562;1;NULL;NULL;S;289128594;S;N;NULL
RE311214;311214;RONCOCESI;NULL;624960,702;955243,67;4;NULL;NULL;S;524324960;S;N;NULL
RE311215;311215;RONCOCESI - CHIESA;NULL;625062,062;955162,188;1;NULL;NULL;S;516225062;S;N;NULL
RE311217;311217;GAVASSA - CHIESA;NULL;633117,875;951725,312;4;NULL;NULL;S;172533117;S;N;NULL
RE311218;311218;GAVASSA - VIA FLEMING 15;NULL;633465,25;951619,25;1;NULL;NULL;S;161933465;S;N;NULL
RE311219;311219;GAVASSA - VIA FLEMING 50;NULL;633914,5;951648,625;1;NULL;NULL;S;164833914;S;N;NULL
RE311220;311220;GAVASSA - VIA DEGLI AZZARRI 18;NULL;634072,438;951955,312;1;NULL;NULL;S;195534072;S;N;NULL
RE311221;311221;GAVASSA - SCUOLE;NULL;634132,75;952248;1;NULL;NULL;S;224834132;S;N;NULL
RE311222;311222;GAVASSA - VIA DON GRAZIOLI;NULL;633759,125;952387,188;1;NULL;NULL;S;238733759;S;N;NULL
RE311223;311223;GAVASSA - VIA DON GRAZIOLI 12;NULL;633578,894;952229,848;1;NULL;NULL;S;222933578;S;N;NULL
RE311225;311225;CAVAZZOLI - VIA RINALDI 54;NULL;627675,562;953545;1;NULL;NULL;S;354527675;S;N;NULL
RE311226;311226;GAVASSA - LATTERIA;NULL;634220,375;952497,188;1;NULL;NULL;S;249734220;S;N;NULL
RE311229;311229;ZONA ANNONARIA 1;NULL;627819;952525,125;1;NULL;NULL;S;252527819;S;N;NULL
RE311230;311230;ZONA ANNONARIA 2;NULL;628037,812;952437,625;1;NULL;NULL;S;243728037;S;N;NULL
RE311231;311231;ZONA ANNONARIA 3;NULL;628281,938;952550,375;1;NULL;NULL;S;255028281;S;N;NULL
RE311232;311232;VIA HIROSHIMA - INC. VIA GUERNICA;NULL;627590,062;952980,75;1;NULL;NULL;S;298027590;S;N;NULL
RE311301;311301;SESSO - VIA ZAMBONI;NULL;628068,438;956295;4;NULL;NULL;S;629528068;S;N;NULL
RE311303;311303;SESSO - INC. VIA MANFREDI;NULL;627976,297;955560,807;1;NULL;NULL;S;556027976;S;N;NULL
RE311305;311305;VIA DEI GONZAGA 82;NULL;627909,5;955075,312;1;NULL;NULL;S;507527909;S;N;NULL
RE311307;311307;VILLAGGIO CROSTOLO;NULL;628330,062;953851,625;1;NULL;NULL;S;385128330;S;N;NULL
RE311308;311308;SESSO - MONUMENTO CADUTI;NULL;627965,188;955751,25;1;NULL;NULL;S;575127965;S;N;NULL
RE311309;311309;INC. VIA MUGNONE;NULL;628711,562;952430,812;1;NULL;NULL;S;243028711;S;N;NULL
RE311310;311310;CASERMA ZUCCHI;ZUCCHI SETTORE B;628964,078;951297,567;6;NULL;NULL;S;129728964;S;N;NULL
RE311401;311401;PRATOFONTANA - CHIESA;NULL;631909,286;954857,081;4;NULL;NULL;S;485731909;S;N;NULL
RE311402;311402;PRATOFONTANA - VIA SPAGNI 7;NULL;632246,875;955094,938;1;NULL;NULL;S;509432246;S;N;NULL
RE311403;311403;PRATOFONTANA;NULL;632421,688;955586,375;1;NULL;NULL;S;558632421;S;N;NULL
RE311404;311404;PRATOFONTANA - PONTE NUOVO;NULL;632777,75;956130,25;1;NULL;NULL;S;613032777;S;N;NULL
RE311405;311405;PRATOFONTANA - VIA SPAGNI 61;NULL;633353,312;956249,562;1;NULL;NULL;S;624933353;S;N;NULL
RE311406;311406;MASSENZATICO - INC. BAGNOLO;NULL;633923;956145,938;1;NULL;NULL;S;614533923;S;N;NULL
RE311407;311407;MASSENZATICO - SC. ELEMENTARI;NULL;634235,875;955761,875;1;NULL;NULL;S;576134235;S;N;NULL
RE311408;311408;MASSENZATICO - CANTINA;NULL;634589,062;955277,438;1;NULL;NULL;S;527734589;S;N;NULL
RE311409;311409;MASSENZATICO;NULL;634601,25;955041,125;1;NULL;NULL;S;504134601;S;N;NULL
RE311411;311411;MASSENZATICO - SCUOLE MEDIE;NULL;634506,59;954435,154;1;NULL;NULL;S;443534506;S;N;NULL
RE311412;311412;MASSENZATICO - CHIESA;NULL;634450,32;954273,506;1;NULL;NULL;S;427334450;S;N;NULL
RE311413;311413;INC. VIA FANTUZZI;NULL;634077,289;954364,429;1;NULL;NULL;S;436434077;S;N;NULL
RE311414;311414;INC. VIA RONZONI;NULL;633428,116;954265,653;1;NULL;NULL;S;426533428;S;N;NULL
RE311415;311415;VIA MOZART 32;NULL;632862,417;953554,342;1;NULL;NULL;S;355432862;S;N;NULL
RE311416;311416;CIRENAICA;NULL;632555,996;952789,064;1;NULL;NULL;S;278932555;S;N;NULL
RE311417;311417;VIA MOZART 11;NULL;631667,958;952173,514;1;NULL;NULL;S;217331667;S;N;NULL
RE311418;311418;VIA MOZART 5;NULL;631384,787;952096,202;1;NULL;NULL;S;209631384;S;N;NULL
RE311419;311419;CROCE ROSSA;NULL;630888,625;951957,875;4;NULL;NULL;S;195730888;S;N;NULL
RE311420;311420;DIREZIONALE CHIONSO;NULL;630688,592;952088,934;1;NULL;NULL;S;208830688;S;N;NULL
RE311901;311901;PARCHEGGIO - VOLO;NULL;627241,683;951939,342;4;NULL;NULL;S;193927241;S;N;NULL
RE311902;311902;PORTA S. STEFANO;NULL;628720,129;951210,781;1;NULL;NULL;S;121028720;S;N;NULL
RE311903;311903;PIAZZA GIOBERTI;NULL;628963,438;951099,767;1;NULL;NULL;S;109928963;S;N;NULL
RE311904;311904;INC. VIA MONZERMONE;NULL;629116,112;951022,25;1;NULL;NULL;S;102229116;S;N;NULL
RE311905;311905;PIAZZA DEL MONTE;NULL;629297,881;950942,581;1;NULL;NULL;S;94229297;S;N;NULL
RE311906;311906;MERCATO COPERTO;NULL;629566,75;950813,625;1;NULL;NULL;S;81329566;S;N;NULL
RE311907;311907;CHIESA S. PIETRO;NULL;629803;950710;1;NULL;NULL;S;71029803;S;N;NULL
RE311908;311908;PORTA S. PIETRO;NULL;630000,062;950615,188;1;NULL;NULL;S;61530000;S;N;NULL
RE311909;311909;PARCHEGGIO - POLVERIERA;NULL;630262,688;950360,938;1;NULL;NULL;S;36030262;S;N;NULL
RE311910;311910;CISL;NULL;630868,188;950526,5;1;NULL;NULL;S;52630868;S;N;NULL
RE311911;311911;PARCHEGGIO - PIAZZALE FUNAKOSHI;NULL;631864,03;949661,294;4;NULL;NULL;S;966131864;S;N;NULL
RE311912;311912;REGGIO EMILIA - STAZIONE FS;NULL;630226,948;950787,744;1;NULL;NULL;S;78730226;S;N;NULL
RE311913;311913;INC. VIA SANI;NULL;630578,125;950659,625;1;NULL;NULL;S;65930578;S;N;NULL
RE311914;311914;CISL;NULL;630856,188;950539,5;1;NULL;NULL;S;53930856;S;N;NULL
RE311915;311915;VIA MONTE PASUBIO;NULL;628856,818;951292,225;1;NULL;NULL;N;129228856;S;N;NULL
RE312001;312001;PARCHEGGIO - FORO BOARIO;NULL;628701,875;952097,625;4;NULL;NULL;S;209728701;S;N;NULL
RE312002;312002;PARCHEGGIO - FORO BOARIO (2);NULL;628721,875;952215,938;1;NULL;NULL;S;221528721;S;N;NULL
RE312004;312004;PIAZZA GIOBERTI - ELIMINATA;NULL;628958,815;951082,956;1;NULL;NULL;S;108228958;S;N;NULL
RE312005;312005;PIAZZA FIUME;NULL;628937,812;950534,375;1;NULL;NULL;S;53428937;S;N;NULL
RE312007;312007;PARCHEGGIO - LE QUERCE;NULL;627726,25;950282,312;4;NULL;NULL;S;28227726;S;N;NULL
RE312102;312102;PORTA S. PIETRO;NULL;630049,312;950623,375;1;NULL;NULL;S;62330049;S;N;NULL
RE312103;312103;VIA DANTE ALIGHIERI;NULL;629855,188;950977,875;1;NULL;NULL;S;97729855;S;N;NULL
RE312104;312104;VIA ROMA;NULL;629603,188;951113,812;1;NULL;NULL;S;111329603;S;N;NULL
RE312105;312105;VIA NOBILI;NULL;629416,336;951290,476;1;NULL;NULL;S;129029416;S;N;NULL
RE312106;312106;PARCHEGGIO - GASOMETRO;NULL;629477,375;951612,688;1;NULL;NULL;S;161229477;S;N;NULL
RE320000;320000;POLO SCOLASTICO - VIA ROSSELLI;NULL;627434,371;949767,3;NULL;NULL;NULL;S;976727434;S;N;NULL
RE320104;320104;ALBINEA - INC. VIA F.LLI CERVI ;NULL;627408,875;942571,562;1;NULL;NULL;S;257127408;S;N;NULL
RE320105;320105;ALBINEA - VIA GRANDI;NULL;627771,25;942668,75;1;NULL;NULL;S;266827771;S;N;NULL
